,gene,subject,PID,alnLength,mismatchCount,gapOpenCount,queryStart,queryEnd,subjectStart,subjectEnd,eVal,bitScore,gene_length,COV,BBH
3608,NMB1958,NGO_2124,96.226,159,6,0,1,159,1,159,4.7e-113,314.0,167,0.9520958083832335,<=>
3612,NMB1959,NGO_2123,96.875,128,4,0,1,128,1,128,7.59e-91,255.0,128,1.0,<=>
3613,NMB1960,NGO_2122,98.137,161,3,0,1,161,1,161,2.2e-115,320.0,161,1.0,<=>
3615,NMB1961,NGO_2121,94.964,278,12,1,1,276,1,278,0.0,527.0,276,1.0072463768115942,<=>
3616,NMB1962,NGO_2120,89.247,93,10,0,1,93,1,93,3.8000000000000003e-57,167.0,93,1.0,<=>
3617,NMB1963,NGO_2119,92.386,197,15,0,1,197,1,197,6.06e-136,374.0,197,1.0,<=>
3618,NMB1964,NGO_2118,99.394,165,1,0,1,165,1,165,3.67e-116,322.0,165,1.0,<=>
3619,NMB1965,NGO_2117,97.683,259,6,0,1,259,1,259,0.0,500.0,259,1.0,<=>
3620,NMB1966,NGO_2116,98.876,267,3,0,1,267,1,267,0.0,532.0,267,1.0,<=>
3649,NMB1967,NGO_11415,95.294,255,12,0,24,278,1,255,0.0,503.0,306,0.8333333333333334,<=>
3653,NMB1968,NGO_1061,36.703,455,285,1,23,477,24,475,1.47e-96,296.0,481,0.9459459459459459,->
3657,NMB1970,NGO_2112,89.12,625,37,1,1,594,1,625,0.0,1135.0,594,1.0521885521885521,<=>
3659,NMB1971,NGO_2111,79.482,502,95,3,9,506,11,508,0.0,778.0,506,0.9920948616600791,<=>
3665,NMB1972,NGO_2095,99.083,545,5,0,1,545,1,545,0.0,1070.0,545,1.0,<=>
3666,NMB1973,NGO_2094,97.938,97,2,0,1,97,1,97,8.7e-64,184.0,97,1.0,<=>
3667,NMB1975,NGO_2096,97.07,512,15,0,1,512,18,529,0.0,993.0,512,1.0,<=>
3670,NMB1976,NGO_2098,95.074,406,20,0,1,406,1,406,0.0,788.0,415,0.9783132530120482,<=>
3672,NMB1977,NGO_2099,92.982,57,4,0,1,57,1,57,6.670000000000001e-26,85.5,57,1.0,<=>
3673,NMB1978,NGO_2100,98.148,108,2,0,1,108,1,108,1e-76,218.0,108,1.0,<=>
3674,NMB1980,NGO_2101,94.286,140,8,0,1,140,1,140,5.07e-98,274.0,140,1.0,<=>
3675,NMB1981,NGO_2102,94.675,169,9,0,1,169,1,169,1.09e-121,336.0,169,1.0,<=>
3676,NMB1982,NGO_2103,95.314,939,36,1,1,939,1,931,0.0,1828.0,939,1.0,<=>
3677,NMB1983,NGO_2104,95.516,223,10,0,1,223,1,223,1.36e-162,444.0,224,0.9955357142857143,<=>
3679,NMB1985,NGO_2105,93.342,1472,81,2,1,1458,1,1469,0.0,2741.0,1458,1.00960219478738,<=>
3683,NMB1987,NGO_2107,97.327,449,12,0,1,449,1,449,0.0,858.0,449,1.0,<=>
3689,NMB1988,NGO_2093,93.706,715,44,1,1,715,1,714,0.0,1353.0,715,1.0,<=>
3693,NMB1989,NGO_2092,96.605,324,9,1,1,322,1,324,0.0,631.0,322,1.0062111801242235,<=>
3695,NMB1990,NGO_2091,96.285,323,12,0,1,323,1,323,0.0,598.0,323,1.0,<=>
3696,NMB1991,NGO_2090,95.077,325,16,0,1,325,1,325,0.0,566.0,325,1.0,<=>
3697,NMB1992,NGO_2089,91.388,209,18,0,1,209,1,209,1.73e-141,389.0,209,1.0,<=>
3698,NMB1993,NGO_2088,91.7,253,21,0,1,253,1,253,1.47e-178,487.0,253,1.0,<=>
3726,NMB1995,NGO_1182,99.115,113,1,0,1,113,1,113,4.15e-76,216.0,113,1.0,<=>
3727,NMB1996,NGO_1183,91.219,1321,114,2,1,1321,1,1319,0.0,2451.0,1321,1.0,<=>
3728,NMB1997,NGO_1187,92.8,250,18,0,1,250,1,250,4.27e-180,491.0,253,0.9881422924901185,<=>
3732,NMB1998,NGO_2105,37.175,538,287,12,33,529,49,576,1.54e-93,328.0,1432,0.3756983240223464,->
3735,NMB1999,NGO_1188,96.289,485,18,0,1,485,1,485,0.0,923.0,485,1.0,<=>
3736,NMB2000,NGO_1189,95.71,303,13,0,1,303,1,303,0.0,589.0,303,1.0,<=>
3737,NMB2001,NGO_1190,86.905,252,4,1,1,252,1,223,9.219999999999999e-159,436.0,252,1.0,<=>
3739,NMB2002,NGO_1191,97.26,73,2,0,1,73,1,73,1.62e-49,146.0,73,1.0,<=>
3740,NMB2003,NGO_1192,97.368,114,3,0,1,114,1,114,1.37e-76,218.0,116,0.9827586206896551,<=>
3741,NMB2004,NGO_1193,98.268,231,4,0,1,231,1,231,4.56e-163,446.0,231,1.0,<=>
3742,NMB2005,NGO_1194,98.526,407,6,0,1,407,1,407,0.0,816.0,407,1.0,<=>
3743,NMB2006,NGO_1195,95.957,470,19,0,1,470,1,470,0.0,851.0,470,1.0,<=>
3745,NMB2010,NGO_1198,96.381,525,19,0,2,526,1,525,0.0,1058.0,526,0.9980988593155894,<=>
3748,NMB2011,NGO_1199,82.707,665,57,3,529,1135,397,1061,0.0,1078.0,1140,0.5833333333333334,<=>
3753,NMB2016,NGO_1177,100.0,150,0,0,1,150,1,150,2.41e-110,306.0,150,1.0,<=>
3756,NMB2017,NGO_1178,96.0,100,4,0,50,149,1,100,1.9600000000000002e-64,188.0,149,0.6711409395973155,->
3759,NMB2018,NGO_06200,80.791,177,34,0,3,179,1,177,4.56e-104,294.0,221,0.8009049773755657,<=>
3763,NMB2019,NGO_2085,88.824,170,19,0,1,170,1,170,1.19e-115,321.0,171,0.9941520467836257,<=>
3764,NMB2020,NGO_2084,98.246,228,4,0,1,228,1,228,9.74e-162,442.0,228,1.0,<=>
3765,NMB2021,NGO_2083,100.0,89,0,0,1,89,1,89,4.8e-65,186.0,89,1.0,<=>
3766,NMB2022,NGO_2082,97.452,157,4,0,1,157,1,157,3.48e-114,316.0,157,1.0,<=>
3767,NMB2023,NGO_2081,98.45,129,2,0,1,129,1,129,6.27e-92,258.0,129,1.0,<=>
3768,NMB2024,NGO_2080,94.059,202,12,0,1,202,1,202,4.3799999999999995e-138,380.0,202,1.0,<=>
3769,NMB2025,NGO_2079,96.5,200,7,0,1,200,1,200,1.9300000000000002e-144,396.0,200,1.0,<=>
3770,NMB2026,NGO_2078,95.914,514,21,0,19,532,1,514,0.0,874.0,532,0.9661654135338346,<=>
3777,NMB2027,NGO_2077,96.32,462,17,0,1,462,1,462,0.0,862.0,462,1.0,<=>
3778,NMB2028,NGO_2076,97.688,173,4,0,1,173,1,173,1.3699999999999998e-128,354.0,173,1.0,<=>
3779,NMB2029,NGO_2075,99.013,304,3,0,1,304,1,304,0.0,624.0,306,0.9934640522875817,<=>
3780,NMB2030,NGO_2074,97.119,243,7,0,1,243,1,243,0.0,492.0,243,1.0,<=>
3784,NMB2031,NGO_2073,95.652,414,18,0,1,414,1,414,0.0,785.0,414,1.0,<=>
3785,NMB2033,NGO_2070,93.617,188,12,0,1,188,1,188,1.6800000000000001e-133,367.0,188,1.0,<=>
3786,NMB2034,NGO_2069,97.177,248,7,0,1,248,1,248,0.0,498.0,248,1.0,<=>
3787,NMB2035,NGO_2068,92.208,231,17,1,1,231,1,230,2.19e-157,431.0,231,1.0,<=>
3788,NMB2036,NGO_1811,93.609,266,17,0,1,266,1,266,0.0,511.0,266,1.0,<=>
3789,NMB2039,NGO_1812,67.714,350,94,5,1,332,1,349,2.7e-163,455.0,332,1.0542168674698795,<=>
3790,NMB2040,NGO_2041,97.476,634,16,0,1,634,1,634,0.0,1290.0,634,1.0,<=>
3791,NMB2041,NGO_2040,93.493,292,19,0,1,292,1,292,0.0,551.0,292,1.0,<=>
3792,NMB2042,NGO_2039,83.439,314,51,1,1,313,1,314,0.0,518.0,313,1.0031948881789137,<=>
3823,NMB2044,NGO_2038,98.142,592,11,0,1,592,1,592,0.0,1197.0,592,1.0,<=>
3825,NMB2045,NGO_2037,93.333,90,6,0,1,90,1,90,1.4e-57,168.0,90,1.0,<=>
3826,NMB2046,NGO_2036,96.575,146,5,0,8,153,1,146,1.0100000000000001e-103,289.0,153,0.954248366013072,<=>
3827,NMB2047,NGO_2035,97.872,188,4,0,1,188,1,188,3.11e-137,377.0,188,1.0,<=>
3828,NMB2048,NGO_2034,97.818,275,6,0,1,275,1,275,0.0,557.0,275,1.0,<=>
3829,NMB2049,NGO_2033,96.209,211,8,0,1,211,1,211,4.28e-153,419.0,211,1.0,<=>
3831,NMB2050,NGO_2032,96.048,582,23,0,1,582,1,582,0.0,1115.0,595,0.9781512605042016,<=>
3832,NMB2051,NGO_2031,96.269,268,9,1,1,267,1,268,0.0,536.0,267,1.00374531835206,<=>
3833,NMB2052,NGO_2030,94.889,450,23,0,1,450,1,450,0.0,846.0,450,1.0,<=>
3834,NMB2053,NGO_2029,99.485,194,1,0,1,194,1,194,3.27e-145,397.0,194,1.0,<=>
3835,NMB2054,NGO_2028,96.4,250,9,0,1,250,1,250,0.0,498.0,250,1.0,<=>
3836,NMB2055,NGO_2027,98.71,310,4,0,1,310,1,310,0.0,626.0,310,1.0,<=>
3841,NMB2056,NGO_2025,98.473,131,2,0,1,131,1,131,5.53e-92,258.0,131,1.0,<=>
3842,NMB2057,NGO_2024,98.611,144,2,0,1,144,1,144,1.4999999999999998e-104,291.0,144,1.0,<=>
3843,NMB2058,NGO_2023,97.059,102,3,0,1,102,1,102,1.53e-69,199.0,102,1.0,<=>
3844,NMB2059,NGO_2022,96.364,110,4,0,1,110,1,110,1.42e-71,204.0,110,1.0,<=>
3845,NMB2060,NGO_2021,99.394,330,2,0,1,330,1,330,0.0,667.0,330,1.0,<=>
3846,NMB2061,NGO_2020,96.337,901,33,0,1,901,18,918,0.0,1788.0,901,1.0,<=>
3847,NMB2062,NGO_2019,94.942,257,13,0,1,257,1,257,0.0,497.0,257,1.0,<=>
3849,NMB2063,NGO_2017,97.333,75,2,0,1,75,1,75,1.29e-48,144.0,75,1.0,<=>
3850,NMB2064,NGO_2016,98.488,463,7,0,1,463,1,463,0.0,901.0,463,1.0,<=>
3851,NMB2065,NGO_2015,96.715,274,9,0,151,424,1,274,0.0,542.0,424,0.6462264150943396,<=>
3853,NMB2066,NGO_2010,98.337,481,8,0,1,481,1,481,0.0,964.0,481,1.0,<=>
3855,NMB2067,NGO_2009,95.11,409,19,1,1,408,1,409,0.0,709.0,408,1.0024509803921569,<=>
3856,NMB2068,NGO_2008,95.095,367,18,0,1,367,1,367,0.0,658.0,367,1.0,<=>
3857,NMB2069,NGO_2007,95.631,206,9,0,1,206,1,206,1.25e-138,382.0,206,1.0,<=>
3858,NMB2070,NGO_2006,93.846,65,4,0,1,65,1,65,5.3e-41,124.0,65,1.0,<=>
3859,NMB2071,NGO_2005,96.958,263,8,0,1,263,1,263,0.0,520.0,263,1.0,<=>
3860,NMB2073,NGO_2003,87.805,41,5,0,28,68,1,41,1.94e-21,74.3,68,0.6029411764705882,<=>
3861,NMB2074,NGO_2002,84.775,289,30,1,1,289,1,275,3.2800000000000005e-163,451.0,289,1.0,<=>
3862,NMB2075,NGO_2001,93.909,591,36,0,1,591,1,591,0.0,1136.0,593,0.9966273187183811,<=>
3863,NMB2076,NGO_2000,96.45,169,6,0,1,169,1,169,4.5e-107,299.0,169,1.0,<=>
3864,NMB2078,NGO_1998,96.392,194,7,0,1,194,1,194,1.16e-133,369.0,194,1.0,<=>
3865,NMB2079,NGO_1997,95.43,372,17,0,1,372,1,372,0.0,731.0,372,1.0,<=>
3866,NMB2080,NGO_1996,85.876,177,25,0,1,177,1,177,7.76e-104,291.0,177,1.0,<=>
3867,NMB2081,NGO_1995,96.522,115,4,0,1,115,1,115,2.55e-76,217.0,115,1.0,<=>
3868,NMB2082,NGO_1994,98.846,260,3,0,1,260,1,260,0.0,536.0,260,1.0,<=>
3870,NMB2083,NGO_1993,94.937,474,24,0,1,474,1,474,0.0,934.0,474,1.0,<=>
3874,NMB2086,NGO_1990,98.182,385,7,0,1,385,1,385,0.0,772.0,385,1.0,<=>
3877,NMB2088,NGO_1988,96.233,292,11,0,1,292,1,292,0.0,578.0,292,1.0,<=>
3879,NMB2089,NGO_1987,94.828,116,6,0,1,116,1,116,9.539999999999999e-82,231.0,116,1.0,<=>
3880,NMB2090,NGO_1986,98.485,198,3,0,1,198,1,198,1.6000000000000001e-144,396.0,198,1.0,<=>
3881,NMB2091,NGO_1985,95.567,203,9,0,1,203,1,203,7.19e-137,377.0,203,1.0,<=>
3882,NMB2092,NGO_1984,88.018,217,20,1,1,211,1,217,2.4299999999999998e-135,374.0,211,1.028436018957346,<=>
3883,NMB2093,NGO_1983,98.846,260,3,0,1,260,1,260,0.0,530.0,260,1.0,<=>
3884,NMB2094,NGO_1982,98.0,100,2,0,1,100,1,100,4.08e-71,202.0,100,1.0,<=>
3885,NMB2095,NGO_1981,94.4,125,7,0,1,125,63,187,4.39e-85,242.0,125,1.0,<=>
3886,NMB2096,NGO_1980,97.751,489,11,0,1,489,1,489,0.0,989.0,489,1.0,<=>
3888,NMB2098,NGO_1978,95.939,197,8,0,1,197,1,197,4.339999999999999e-140,385.0,197,1.0,<=>
3889,NMB2099,NGO_1977,88.66,194,22,0,1,194,1,194,2.5600000000000003e-124,345.0,194,1.0,<=>
3890,NMB2100,NGO_1976,93.59,78,5,0,1,78,1,78,8.909999999999999e-42,127.0,78,1.0,<=>
3891,NMB2101,NGO_1975,98.765,243,3,0,1,243,1,243,0.0,494.0,243,1.0,<=>
3892,NMB2102,NGO_1974,97.544,285,7,0,1,285,1,285,0.0,553.0,285,1.0,<=>
3893,NMB2103,NGO_1973,98.75,240,3,0,1,240,1,240,5.34e-178,484.0,240,1.0,<=>
3897,NMB2105,NGO_10555,94.7,283,15,0,202,484,10,292,0.0,555.0,484,0.5847107438016529,<=>
3902,NMB2106,NGO_1966,100.0,119,0,0,1,119,1,119,4.91e-85,239.0,119,1.0,<=>
3903,NMB2108,NGO_10580,100.0,69,0,0,1,69,1,69,2.25e-47,140.0,69,1.0,<=>
3906,NMB2110,NGO_1965,46.825,126,64,2,1,124,1,125,8.82e-34,110.0,124,1.0161290322580645,->
3907,NMB2113,NGO_1069,98.02,101,2,0,1,101,1,101,4.5599999999999997e-69,197.0,101,1.0,<=>
3908,NMB2115,NGO_1073,97.222,108,3,0,8,115,1,108,5.8e-73,208.0,115,0.9391304347826087,<=>
3909,NMB2118,NGO_1070,100.0,106,0,0,1,106,1,106,1.89e-72,206.0,106,1.0,<=>
3910,NMB2120,NGO_1596,31.496,127,84,2,1,125,1,126,6.17e-17,68.2,134,0.9477611940298507,->
3911,NMB2122,NGO_10555,87.5,16,2,0,1,16,31,46,1.35e-05,35.0,35,0.45714285714285713,->
3915,NMB2123,NGO_1966,97.479,119,3,0,1,119,1,119,3.9599999999999996e-83,234.0,119,1.0,->
3916,NMB2125,NGO_1965,97.6,125,3,0,1,125,1,125,3.2e-88,248.0,125,1.0,<=>
3917,NMB2127,NGO_1963,99.088,329,3,0,1,329,1,329,0.0,664.0,329,1.0,<=>
3919,NMB2128,NGO_1962,96.255,267,10,0,1,267,1,267,0.0,531.0,267,1.0,<=>
3920,NMB2129,NGO_1961,98.661,448,6,0,1,448,1,448,0.0,913.0,448,1.0,<=>
3921,NMB2130,NGO_10520,94.444,72,4,0,10,81,1,72,9.550000000000001e-47,139.0,81,0.8888888888888888,<=>
3922,NMB2131,NGO_10515,97.222,72,2,0,1,72,1,72,3.6499999999999997e-45,135.0,72,1.0,<=>
3923,NMB2132,NGO_1958,68.2,500,78,9,1,489,1,430,0.0,607.0,489,1.0224948875255624,<=>
3924,NMB2133,NGO_1957,98.78,410,5,0,1,410,1,410,0.0,791.0,410,1.0,<=>
3925,NMB2134,NGO_1956,98.686,609,8,0,28,636,1,609,0.0,1235.0,636,0.9575471698113207,<=>
3927,NMB2135,NGO_1955,96.547,1390,48,0,17,1406,1,1390,0.0,2686.0,1406,0.9886201991465149,<=>
3928,NMB2136,NGO_1954,99.588,486,2,0,1,486,1,486,0.0,959.0,486,1.0,<=>
3930,NMB2138,NGO_1951,98.913,368,4,0,1,368,1,368,0.0,747.0,368,1.0,<=>
3932,NMB2139,NGO_1949,95.973,298,12,0,1,298,4,301,0.0,549.0,298,1.0,<=>
3933,NMB2140,NGO_1948,98.667,150,2,0,1,150,1,150,1.14e-107,299.0,150,1.0,<=>
3935,NMB2141,NGO_1947,86.726,113,5,1,1,103,1,113,9.96e-37,116.0,103,1.0970873786407767,<=>
3936,NMB2142,NGO_1946,97.509,281,7,0,9,289,1,281,0.0,560.0,289,0.972318339100346,<=>
3937,NMB2143,NGO_1945,93.173,249,17,0,1,249,1,249,5.69e-175,477.0,249,1.0,<=>
3938,NMB2144,NGO_1944,97.959,196,4,0,1,196,1,196,3.03e-145,398.0,196,1.0,<=>
3939,NMB2145,NGO_1943,95.0,60,3,0,1,60,12,71,1.71e-37,115.0,60,1.0,<=>
3940,NMB2147,NGO_1942,99.291,141,1,0,1,141,7,147,1.41e-104,291.0,141,1.0,<=>
3942,NMB2149,NGO_1230,93.103,29,2,0,59,87,26,54,2.42e-15,60.1,87,0.3333333333333333,<=>
3950,NMB2150,NGO_1940,93.158,190,13,0,1,190,1,190,1.03e-119,333.0,190,1.0,<=>
3952,NMB2151,NGO_1939,95.047,424,21,0,1,424,1,424,0.0,825.0,424,1.0,<=>
3953,NMB2152,NGO_1938,85.294,68,10,0,39,106,1,68,2.87e-38,119.0,106,0.6415094339622641,<=>
3954,NMB2154,NGO_1936,95.513,312,14,0,1,312,1,312,0.0,583.0,312,1.0,<=>
3955,NMB2155,NGO_1935,96.0,250,10,0,1,250,1,250,1.77e-170,466.0,250,1.0,<=>
3956,NMB2156,NGO_1934,89.164,323,35,0,1,323,1,323,0.0,602.0,323,1.0,<=>
3958,NMB2157,NGO_1933,92.925,212,15,0,1,212,1,212,5.41e-151,414.0,212,1.0,<=>
3959,NMB2158,NGO_1932,97.797,227,5,0,1,227,1,227,2.92e-169,461.0,227,1.0,<=>
3960,NMB2159,NGO_1931,97.612,335,8,0,1,335,1,335,0.0,677.0,335,1.0,<=>
3962,NMB2160,NGO_1930,94.913,865,44,0,1,865,1,865,0.0,1671.0,865,1.0,<=>
