Locus Tag ID,Annotation,Amino Acid Length/Accession Number,Protein Description,Protein.ID,Location,Percent.Identity,,,,,,,,,,,
NGO1061,Old_annotation_FA1090,"477aa, >lcl|NC 002946.2 cdsid YP 208143.1",succinate semialdehyde dehydrogenase,YP_208143.1,complement(1020175..1021608),100%,,,,,,,,,,,
NGO_1063,New_annotation_FA1090,"126aa, >lcl|AE004969.1 prot AAW89733.1 1023",membrane-bound lysozyme-inhibitor of c-type lysozyme family protein,AAW89733.1,complement(1022564..1022944),100%,,,,,,,,,,,
NGO1063,Old_annotation_FA1090,"126aa, >lcl|NC 002946.2 cdsid YP 208145.1",hypothetical protein,YP_208145.1,complement(1022564..1022944),100%,,,,,,,,,,,
NGO_1064,New_annotation_FA1090,"693aa, >lcl|AE004969.1 prot AAW89734.1 1024",carbon starvation protein A,AAW89734.1,1023468..1025549,100%,,,,,,,,,,,
NGO1064,Old_annotation_FA1090,"693aa, >lcl|NC 002946.2 cdsid YP 208146.1",hypothetical protein,YP_208146.1,1023468..1025549,100%,,,,,,,,,,,
NGO_1065,New_annotation_FA1090,"64aa, >lcl|AE004969.1 prot AAW89735.1 1025",hypothetical protein,AAW89735.1,1025539..1025733,100%,,,,,,,,,,,
NGO1065,Old_annotation_FA1090,"64aa, >lcl|NC 002946.2 cdsid YP 208147.1",hypothetical protein,YP_208147.1,1025539..1025733,100%,,,,,,,,,,,
NGO_1067,New_annotation_FA1090,"320aa, >lcl|AE004969.1 prot AAW89737.1 1026",adhesin,AAW89737.1,1026289..1027251,100%,,,,,,,,,,,
NGO1067,Old_annotation_FA1090,"320aa, >lcl|NC 002946.2 cdsid YP 208149.1",MafA adhesin protein,YP_208149.1,1026289..1027251,100%,,,,,,,,,,,
NGO_1068,New_annotation_FA1090,"468aa, >lcl|AE004969.1 prot AAW89738.1 1027",septum formation inhibitor Maf,AAW89738.1,1027291..1028697,100%,,,,,,,,,,,
NGO1068,Old_annotation_FA1090,"468aa, >lcl|NC 002946.2 cdsid YP 208150.1",MafB-like protein,YP_208150.1,1027291..1028697,100%,,,,,,,,,,,
NGO_1069,New_annotation_FA1090,"100aa, >lcl|AE004969.1 prot AAW89739.1 1028",hypothetical protein,AAW89739.1,1028713..1029015,100%,,,,,,,,,,,
NGO1069,Old_annotation_FA1090,"100aa, >lcl|NC 002946.2 cdsid YP 208151.1",hypothetical protein,YP_208151.1,1028713..1029015,100%,,,,,,,,,,,
NGO_1070,New_annotation_FA1090,"105aa, >lcl|AE004969.1 prot AAW89740.1 1029",hypothetical protein,AAW89740.1,1029707..1030024,100%,,,,,,,,,,,
NGO1070,Old_annotation_FA1090,"105aa, >lcl|NC 002946.2 cdsid YP 208152.1",hypothetical protein,YP_208152.1,1029707..1030024,100%,,,,,,,,,,,
NGO_1072,New_annotation_FA1090,"94aa, >lcl|AE004969.1 prot AAW89741.1 1030",hypothetical protein,AAW89741.1,1030403..1030687,100%,,,,,,,,,,,
NGO1072,Old_annotation_FA1090,"94aa, >lcl|NC 002946.2 cdsid YP 208153.1",hypothetical protein,YP_208153.1,1030403..1030687,100%,,,,,,,,,,,
NGO_1073,New_annotation_FA1090,"107aa, >lcl|AE004969.1 prot AAW89742.1 1031",hypothetical protein,AAW89742.1,1030690..1031013,100%,,,,,,,,,,,
NGO1073,Old_annotation_FA1090,"107aa, >lcl|NC 002946.2 cdsid YP 208154.1",hypothetical protein,YP_208154.1,1030690..1031013,100%,,,,,,,,,,,
NGO_05610,New_annotation_FA1090,"178aa, >lcl|AE004969.1 prot AKO63684.1 1032",autotransporter,AKO63684.1,1031651..1032187,Present only in new annotation,,,,,,,,,,,
NGO_05620,New_annotation_FA1090,"229aa, >lcl|AE004969.1 prot AKO63685.1 1033",Opacity protein opA54,AKO63685.1,1035309..1035998,Present only in new annotation,,,,,,,,,,,
NGO_1078,New_annotation_FA1090,"148aa, >lcl|AE004969.1 prot AAW89745.1 1034",acyl-CoA thioester hydrolase,AAW89745.1,1036789..1037235,100%,,,,,,,,,,,
NGO1078,Old_annotation_FA1090,"148aa, >lcl|NC 002946.2 cdsid YP 208157.1",acyl-CoA hydrolase,YP_208157.1,1036789..1037235,100%,,,,,,,,,,,
NGO_1079,New_annotation_FA1090,"273aa, >lcl|AE004969.1 prot AAW89746.1 1035",malonic semialdehyde reductase,AAW89746.1,complement(1037286..1038107),100%,,,,,,,,,,,
NGO1079,Old_annotation_FA1090,"273aa, >lcl|NC 002946.2 cdsid YP 208158.1",oxidoreductase,YP_208158.1,complement(1037286..1038107),100%,,,,,,,,,,,
NGO_1080,New_annotation_FA1090,"152aa, >lcl|AE004969.1 prot AAW89747.1 1036",cytochrome C,AAW89747.1,1038226..1038684,100%,,,,,,,,,,,
NGO1080,Old_annotation_FA1090,"152aa, >lcl|NC 002946.2 cdsid YP 208159.1",C-type cytochrome,YP_208159.1,1038226..1038684,100%,,,,,,,,,,,
NGO_1081,New_annotation_FA1090,"378aa, >lcl|AE004969.1 prot AAW89748.1 1037","CMP-N-acetylneuraminate-beta-galactosamide-alpha-2, 3-sialyltransferase",AAW89748.1,complement(1038827..1039963),100%,,,,,,,,,,,
NGO1081,Old_annotation_FA1090,"378aa, >lcl|NC 002946.2 cdsid YP 208160.1","alpha-2,3-sialyltransferase",YP_208160.1,complement(1038827..1039963),100%,,,,,,,,,,,
NGO_05650,New_annotation_FA1090,"67aa, >lcl|AE004969.1 prot AKO63686.1 1038",serine/arginine repetitive matrix 2,AKO63686.1,1040066..1040269,Present only in new annotation,,,,,,,,,,,
NGO_1082,New_annotation_FA1090,"741aa, >lcl|AE004969.1 prot AAW89749.1 1039",isocitrate dehydrogenase,AAW89749.1,1040336..1042561,100%,,,,,,,,,,,
NGO1082,Old_annotation_FA1090,"741aa, >lcl|NC 002946.2 cdsid YP 208161.1",isocitrate dehydrogenase,YP_208161.1,1040336..1042561,100%,,,,,,,,,,,
NGO_1083,New_annotation_FA1090,"106aa, >lcl|AE004969.1 prot AAW89750.1 1040",membrane protein,AAW89750.1,1042858..1043178,100%,,,,,,,,,,,
NGO1083,Old_annotation_FA1090,"106aa, >lcl|NC 002946.2 cdsid YP 208162.1",hypothetical protein,YP_208162.1,1042858..1043178,100%,,,,,,,,,,,
NGO_1084,New_annotation_FA1090,"55aa, >lcl|AE004969.1 prot AAW89751.1 1041",hypothetical protein,AAW89751.1,1044120..1044287,100%,,,,,,,,,,,
NGO1084,Old_annotation_FA1090,"55aa, >lcl|NC 002946.2 cdsid YP 208163.1",hypothetical protein,YP_208163.1,1044120..1044287,100%,,,,,,,,,,,
NGO_1085,New_annotation_FA1090,"281aa, >lcl|AE004969.1 prot AAW89752.1 1042",hypothetical protein,AAW89752.1,1044447..1045292,100%,,,,,,,,,,,
NGO1085,Old_annotation_FA1090,"281aa, >lcl|NC 002946.2 cdsid YP 208164.1",phage associated protein,YP_208164.1,1044447..1045292,100%,,,,,,,,,,,
NGO_1086,New_annotation_FA1090,"66aa, >lcl|AE004969.1 prot AAW89753.1 1043",phage associated protein,AAW89753.1,complement(1045279..1045479),100%,,,,,,,,,,,
NGO1086,Old_annotation_FA1090,"66aa, >lcl|NC 002946.2 cdsid YP 208165.1",phage associated protein,YP_208165.1,complement(1045279..1045479),100%,,,,,,,,,,,
NGO_05680,New_annotation_FA1090,"135aa, >lcl|AE004969.1 prot AKO63687.1 1044",hypothetical protein,AKO63687.1,complement(1045482..1045889),Present only in new annotation,,,,,,,,,,,
NGO_1088,New_annotation_FA1090,"161aa, >lcl|AE004969.1 prot AAW89755.1 1045",phage associated protein,AAW89755.1,complement(1046153..1046638),100%,,,,,,,,,,,
NGO1088,Old_annotation_FA1090,"161aa, >lcl|NC 002946.2 cdsid YP 208167.1",phage associated protein,YP_208167.1,complement(1046153..1046638),100%,,,,,,,,,,,
NGO_1089,New_annotation_FA1090,"157aa, >lcl|AE004969.1 prot AAW89756.1 1046",phage structural protein,AAW89756.1,complement(1046644..1047117),100%,,,,,,,,,,,
NGO1089,Old_annotation_FA1090,"157aa, >lcl|NC 002946.2 cdsid YP 208168.1",phage associated protein,YP_208168.1,complement(1046644..1047117),100%,,,,,,,,,,,
NGO_1090,New_annotation_FA1090,"431aa, >lcl|AE004969.1 prot AAW89757.1 1047",hypothetical protein,AAW89757.1,complement(1047173..1048468),100%,,,,,,,,,,,
NGO1090,Old_annotation_FA1090,"431aa, >lcl|NC 002946.2 cdsid YP 208169.1",phage associated protein,YP_208169.1,complement(1047173..1048468),100%,,,,,,,,,,,
NGO_1091,New_annotation_FA1090,"132aa, >lcl|AE004969.1 prot AAW89758.1 1048",putative phage associated protein,AAW89758.1,complement(1048489..1048887),100%,,,,,,,,,,,
NGO1091,Old_annotation_FA1090,"132aa, >lcl|NC 002946.2 cdsid YP 208170.1",phage associated protein,YP_208170.1,complement(1048489..1048887),100%,,,,,,,,,,,
NGO_1092,New_annotation_FA1090,"1977aa, >lcl|AE004969.1 prot AAW89759.1 1049",hypothetical protein,AAW89759.1,complement(1049094..1055027),100%,,,,,,,,,,,
NGO1092,Old_annotation_FA1090,"1977aa, >lcl|NC 002946.2 cdsid YP 208171.1",phage associated protein,YP_208171.1,complement(1049094..1055027),100%,,,,,,,,,,,
NGO_1093,New_annotation_FA1090,"472aa, >lcl|AE004969.1 prot AAW89760.1 1050",hypothetical protein,AAW89760.1,complement(1055027..1056445),100%,,,,,,,,,,,
NGO1093,Old_annotation_FA1090,"472aa, >lcl|NC 002946.2 cdsid YP 208172.1",phage associated protein,YP_208172.1,complement(1055027..1056445),100%,,,,,,,,,,,
NGO_1094,New_annotation_FA1090,"398aa, >lcl|AE004969.1 prot AAW89761.1 1051",hypothetical protein,AAW89761.1,complement(1056442..1057638),100%,,,,,,,,,,,
NGO1094,Old_annotation_FA1090,"398aa, >lcl|NC 002946.2 cdsid YP 208173.1",phage associated protein,YP_208173.1,complement(1056442..1057638),100%,,,,,,,,,,,
NGO_1095,New_annotation_FA1090,"157aa, >lcl|AE004969.1 prot AAW89762.1 1052",hypothetical protein,AAW89762.1,complement(1057849..1058322),100%,,,,,,,,,,,
NGO1095,Old_annotation_FA1090,"157aa, >lcl|NC 002946.2 cdsid YP 208174.1",phage associated protein,YP_208174.1,complement(1057849..1058322),100%,,,,,,,,,,,
NGO_1097,New_annotation_FA1090,"750aa, >lcl|AE004969.1 prot AAW89764.1 1053",hypothetical protein,AAW89764.1,complement(1058674..1060926),100%,,,,,,,,,,,
NGO1097,Old_annotation_FA1090,"750aa, >lcl|NC 002946.2 cdsid YP 208176.1",phage associated protein,YP_208176.1,complement(1058674..1060926),100%,,,,,,,,,,,
NGO_1098,New_annotation_FA1090,"424aa, >lcl|AE004969.1 prot AAW89765.1 1054",terminase,AAW89765.1,complement(1060926..1062200),100%,,,,,,,,,,,
NGO1098,Old_annotation_FA1090,"424aa, >lcl|NC 002946.2 cdsid YP 208177.1",phage associated protein,YP_208177.1,complement(1060926..1062200),100%,,,,,,,,,,,
NGO_1099,New_annotation_FA1090,"80aa, >lcl|AE004969.1 prot AAW89766.1 1055",hypothetical protein,AAW89766.1,complement(1062181..1062423),100%,,,,,,,,,,,
NGO1099,Old_annotation_FA1090,"80aa, >lcl|NC 002946.2 cdsid YP 208178.1",phage associated protein,YP_208178.1,complement(1062181..1062423),100%,,,,,,,,,,,
NGO_1100,New_annotation_FA1090,"80aa, >lcl|AE004969.1 prot AAW89767.1 1056",hypothetical protein,AAW89767.1,complement(1062478..1062720),100%,,,,,,,,,,,
NGO1100,Old_annotation_FA1090,"80aa, >lcl|NC 002946.2 cdsid YP 208179.1",phage associated protein,YP_208179.1,complement(1062478..1062720),100%,,,,,,,,,,,
NGO_1101,New_annotation_FA1090,"104aa, >lcl|AE004969.1 prot AAW89768.1 1057",putative phage associated protein,AAW89768.1,complement(1062720..1063034),100%,,,,,,,,,,,
NGO1101,Old_annotation_FA1090,"104aa, >lcl|NC 002946.2 cdsid YP 208180.1",phage associated protein,YP_208180.1,complement(1062720..1063034),100%,,,,,,,,,,,
NGO_1102,New_annotation_FA1090,"172aa, >lcl|AE004969.1 prot AAW89769.1 1058",hypothetical protein,AAW89769.1,complement(1063207..1063725),100%,,,,,,,,,,,
NGO1102,Old_annotation_FA1090,"172aa, >lcl|NC 002946.2 cdsid YP 208181.1",phage associated protein,YP_208181.1,complement(1063207..1063725),100%,,,,,,,,,,,
NGO_1103,New_annotation_FA1090,"111aa, >lcl|AE004969.1 prot AAW89770.2 1059",hypothetical protein,AAW89770.2,complement(1063716..1064051),100%,,,,,,,,,,,
NGO1103,Old_annotation_FA1090,"127 aa, >lcl |NC_002946.2_cdsid_YP_208182.1","hypothetical protein, putative phage associated protein",YP_208182.1,complement(1063716..1064099),<100%,,,,,,,,,,,
NGO_1104,New_annotation_FA1090,"101aa, >lcl|AE004969.1 prot AAW89771.1 1060",hypothetical protein,AAW89771.1,complement(1064096..1064401),100%,,,,,,,,,,,
NGO1104,Old_annotation_FA1090,"101aa, >lcl|NC 002946.2 cdsid YP 208183.1",phage associated protein,YP_208183.1,complement(1064096..1064401),100%,,,,,,,,,,,
NGO_05770,New_annotation_FA1090,"196aa, >lcl|AE004969.1 prot AKO63688.1 1061",hypothetical protein,AKO63688.1,complement(1064394..1064984),Present only in new annotation,,,,,,,,,,,
NGO_1106,New_annotation_FA1090,"49aa, >lcl|AE004969.1 prot AAW89773.1 1062",phage associated protein,AAW89773.1,complement(1065119..1065268),100%,,,,,,,,,,,
NGO1106,Old_annotation_FA1090,"49aa, >lcl|NC 002946.2 cdsid YP 208185.1",phage associated protein,YP_208185.1,complement(1065119..1065268),100%,,,,,,,,,,,
NGO_1108,New_annotation_FA1090,"164aa, >lcl|AE004969.1 prot AAW89775.1 1063",hypothetical protein,AAW89775.1,complement(1065652..1066146),100%,,,,,,,,,,,
NGO1108,Old_annotation_FA1090,"164aa, >lcl|NC 002946.2 cdsid YP 208187.1",phage associated protein,YP_208187.1,complement(1065652..1066146),100%,,,,,,,,,,,
NGO_1109,New_annotation_FA1090,"94aa, >lcl|AE004969.1 prot AAW89776.1 1064",hypothetical protein,AAW89776.1,complement(1066185..1066469),100%,,,,,,,,,,,
NGO1109,Old_annotation_FA1090,"94aa, >lcl|NC 002946.2 cdsid YP 208188.1",phage associated protein,YP_208188.1,complement(1066185..1066469),100%,,,,,,,,,,,
NGO_1110,New_annotation_FA1090,"453aa, >lcl|AE004969.1 prot AAW89777.1 1065",DNA helicase,AAW89777.1,complement(1066486..1067847),100%,,,,,,,,,,,
NGO1110,Old_annotation_FA1090,"453aa, >lcl|NC 002946.2 cdsid YP 208189.1","replicative DNA helicase, phage associated protein",YP_208189.1,complement(1066486..1067847),100%,,,,,,,,,,,
NGO_1111,New_annotation_FA1090,"376aa, >lcl|AE004969.1 prot AAW89778.1 1066",hypothetical protein,AAW89778.1,complement(1067844..1068974),100%,,,,,,,,,,,
NGO1111,Old_annotation_FA1090,"376aa, >lcl|NC 002946.2 cdsid YP 208190.1",phage associated protein,YP_208190.1,complement(1067844..1068974),100%,,,,,,,,,,,
NGO_1112,New_annotation_FA1090,"75aa, >lcl|AE004969.1 prot AAW89779.1 1067",hypothetical protein,AAW89779.1,complement(1069092..1069319),100%,,,,,,,,,,,
NGO1112,Old_annotation_FA1090,"75aa, >lcl|NC 002946.2 cdsid YP 208191.1",phage associated protein,YP_208191.1,complement(1069092..1069319),100%,,,,,,,,,,,
NGO_1113,New_annotation_FA1090,"62aa, >lcl|AE004969.1 prot AAW89780.1 1068",hypothetical protein,AAW89780.1,1069492..1069680,100%,,,,,,,,,,,
NGO1113,Old_annotation_FA1090,"62aa, >lcl|NC 002946.2 cdsid YP 208192.1",phage associated protein,YP_208192.1,1069492..1069680,100%,,,,,,,,,,,
NGO_1114,New_annotation_FA1090,"51aa, >lcl|AE004969.1 prot AAW89781.1 1069",hypothetical protein,AAW89781.1,complement(1069657..1069812),100%,,,,,,,,,,,
NGO1114,Old_annotation_FA1090,"51aa, >lcl|NC 002946.2 cdsid YP 208193.1",phage associated protein,YP_208193.1,complement(1069657..1069812),100%,,,,,,,,,,,
NGO_1115,New_annotation_FA1090,"62aa, >lcl|AE004969.1 prot AAW89782.1 1070",hypothetical protein,AAW89782.1,complement(1069893..1070081),100%,,,,,,,,,,,
NGO1115,Old_annotation_FA1090,"62aa, >lcl|NC 002946.2 cdsid YP 208194.1",phage associated protein,YP_208194.1,complement(1069893..1070081),100%,,,,,,,,,,,
NGO_1116,New_annotation_FA1090,"236aa, >lcl|AE004969.1 prot AAW89783.2 1071",repressor,AAW89783.2,1070197..1070907,100%,,,,,,,,,,,
NGO1116,Old_annotation_FA1090,"215 aa, >lcl |NC_002946.2_cdsid_YP_208195.1","putative phage repressor protein, putative phage associated protein",YP_208195.1,1070260..1070907,<100%,,,,,,,,,,,
NGO_1117,New_annotation_FA1090,"179aa, >lcl|AE004969.1 prot AAW89784.1 1072",hypothetical protein,AAW89784.1,1071067..1071606,100%,,,,,,,,,,,
NGO1117,Old_annotation_FA1090,"179aa, >lcl|NC 002946.2 cdsid YP 208196.1",phage associated protein,YP_208196.1,1071067..1071606,100%,,,,,,,,,,,
NGO_1118,New_annotation_FA1090,"119aa, >lcl|AE004969.1 prot AAW89785.1 1073",phage associated protein,AAW89785.1,1071607..1071966,100%,,,,,,,,,,,
NGO1118,Old_annotation_FA1090,"119aa, >lcl|NC 002946.2 cdsid YP 208197.1",phage associated protein,YP_208197.1,1071607..1071966,100%,,,,,,,,,,,
NGO_1119,New_annotation_FA1090,"72aa, >lcl|AE004969.1 prot AAW89786.1 1074",hypothetical protein,AAW89786.1,complement(1071983..1072201),100%,,,,,,,,,,,
NGO1119,Old_annotation_FA1090,"72aa, >lcl|NC 002946.2 cdsid YP 208198.1",phage associated protein,YP_208198.1,complement(1071983..1072201),100%,,,,,,,,,,,
NGO_1120,New_annotation_FA1090,"66aa, >lcl|AE004969.1 prot AAW89787.1 1075",hypothetical protein,AAW89787.1,1072684..1072884,100%,,,,,,,,,,,
NGO1120,Old_annotation_FA1090,"66aa, >lcl|NC 002946.2 cdsid YP 208199.1",phage associated protein,YP_208199.1,1072684..1072884,100%,,,,,,,,,,,
NGO_1121,New_annotation_FA1090,"158aa, >lcl|AE004969.1 prot AAW89788.1 1076",hypothetical protein,AAW89788.1,1072917..1073393,100%,,,,,,,,,,,
NGO1121,Old_annotation_FA1090,"158aa, >lcl|NC 002946.2 cdsid YP 208200.1",phage associated protein,YP_208200.1,1072917..1073393,100%,,,,,,,,,,,
NGO_1122,New_annotation_FA1090,"91aa, >lcl|AE004969.1 prot AAW89789.1 1077",hypothetical protein,AAW89789.1,1073390..1073665,100%,,,,,,,,,,,
NGO1122,Old_annotation_FA1090,"91aa, >lcl|NC 002946.2 cdsid YP 208201.1",phage associated protein,YP_208201.1,1073390..1073665,100%,,,,,,,,,,,
NGO_1123,New_annotation_FA1090,"110aa, >lcl|AE004969.1 prot AAW89790.1 1078",phage associated protein,AAW89790.1,1073806..1074138,100%,,,,,,,,,,,
NGO1123,Old_annotation_FA1090,"110aa, >lcl|NC 002946.2 cdsid YP 208202.1",phage associated protein,YP_208202.1,1073806..1074138,100%,,,,,,,,,,,
NGO_1125,New_annotation_FA1090,"53aa, >lcl|AE004969.1 prot AAW89792.1 1079",hypothetical protein,AAW89792.1,1074564..1074725,100%,,,,,,,,,,,
NGO1125,Old_annotation_FA1090,"53aa, >lcl|NC 002946.2 cdsid YP 208204.1",phage associated protein,YP_208204.1,1074564..1074725,100%,,,,,,,,,,,
NGO_1126,New_annotation_FA1090,"228aa, >lcl|AE004969.1 prot AAW89793.1 1080",hypothetical protein,AAW89793.1,1074794..1075480,100%,,,,,,,,,,,
NGO1126,Old_annotation_FA1090,"228aa, >lcl|NC 002946.2 cdsid YP 208205.1",phage associated protein,YP_208205.1,1074794..1075480,100%,,,,,,,,,,,
NGO_1127,New_annotation_FA1090,"60aa, >lcl|AE004969.1 prot AAW89794.1 1081",hypothetical protein,AAW89794.1,1075620..1075802,100%,,,,,,,,,,,
NGO1127,Old_annotation_FA1090,"60aa, >lcl|NC 002946.2 cdsid YP 208206.1",phage associated protein,YP_208206.1,1075620..1075802,100%,,,,,,,,,,,
NGO_1128,New_annotation_FA1090,"163aa, >lcl|AE004969.1 prot AAW89795.1 1082",hypothetical protein,AAW89795.1,1075799..1076290,100%,,,,,,,,,,,
NGO1128,Old_annotation_FA1090,"163aa, >lcl|NC 002946.2 cdsid YP 208207.1",phage associated protein,YP_208207.1,1075799..1076290,100%,,,,,,,,,,,
NGO_1129,New_annotation_FA1090,"71aa, >lcl|AE004969.1 prot AAW89796.1 1083",hypothetical protein,AAW89796.1,1076342..1076557,100%,,,,,,,,,,,
NGO1129,Old_annotation_FA1090,"71aa, >lcl|NC 002946.2 cdsid YP 208208.1",phage associated protein,YP_208208.1,1076342..1076557,100%,,,,,,,,,,,
NGO_1130,New_annotation_FA1090,"327aa, >lcl|AE004969.1 prot AAW89797.1 1084",phage associated protein,AAW89797.1,1076668..1077651,100%,,,,,,,,,,,
NGO1130,Old_annotation_FA1090,"327aa, >lcl|NC 002946.2 cdsid YP 208209.1",phage associated protein,YP_208209.1,1076668..1077651,100%,,,,,,,,,,,
NGO_1131,New_annotation_FA1090,"137aa, >lcl|AE004969.1 prot AAW89798.1 1085",hypothetical protein,AAW89798.1,1077648..1078061,100%,,,,,,,,,,,
NGO1131,Old_annotation_FA1090,"137aa, >lcl|NC 002946.2 cdsid YP 208210.1",phage associated protein,YP_208210.1,1077648..1078061,100%,,,,,,,,,,,
NGO_1132,New_annotation_FA1090,"64aa, >lcl|AE004969.1 prot AAW89799.1 1086",hypothetical protein,AAW89799.1,1078087..1078281,100%,,,,,,,,,,,
NGO1132,Old_annotation_FA1090,"64aa, >lcl|NC 002946.2 cdsid YP 208211.1",phage associated protein,YP_208211.1,1078087..1078281,100%,,,,,,,,,,,
NGO_1133,New_annotation_FA1090,"224aa, >lcl|AE004969.1 prot AAW89800.1 1087",hypothetical protein,AAW89800.1,1078572..1079246,100%,,,,,,,,,,,
NGO1133,Old_annotation_FA1090,"224aa, >lcl|NC 002946.2 cdsid YP 208212.1",hypothetical protein,YP_208212.1,1078572..1079246,100%,,,,,,,,,,,
NGO_1134,New_annotation_FA1090,"197aa, >lcl|AE004969.1 prot AAW89801.1 1088",GTP cyclohydrolase,AAW89801.1,1079239..1079832,100%,,,,,,,,,,,
NGO1134,Old_annotation_FA1090,"197aa, >lcl|NC 002946.2 cdsid YP 208213.1",GTP cyclohydrolase II,YP_208213.1,1079239..1079832,100%,,,,,,,,,,,
NGO_1137,New_annotation_FA1090,"320aa, >lcl|AE004969.1 prot AAW89804.1 1089",transposase,AAW89804.1,1080185..1081147,100%,,,,,,,,,,,
NGO1137,Old_annotation_FA1090,"320aa, >lcl|NC 002946.2 cdsid YP 208216.1","invertase related gene 2, phage associated protein",YP_208216.1,1080185..1081147,100%,,,,,,,,,,,
NGO_05940,New_annotation_FA1090,"119aa, >lcl|AE004969.1 prot AKO63689.1 1090",hypothetical protein,AKO63689.1,complement(1081782..1082141),Present only in new annotation,,,,,,,,,,,
NGO_1138,New_annotation_FA1090,"361aa, >lcl|AE004969.1 prot AAW89805.1 1091",hypothetical protein,AAW89805.1,complement(1082262..1083347),100%,,,,,,,,,,,
NGO1138,Old_annotation_FA1090,"361aa, >lcl|NC 002946.2 cdsid YP 208217.1",phage associated protein,YP_208217.1,complement(1082262..1083347),100%,,,,,,,,,,,
NGO_1139,New_annotation_FA1090,"98aa, >lcl|AE004969.1 prot AAW89806.1 1092",membrane protein,AAW89806.1,complement(1083352..1083648),100%,,,,,,,,,,,
NGO1139,Old_annotation_FA1090,"98aa, >lcl|NC 002946.2 cdsid YP 208218.1",phage associated protein,YP_208218.1,complement(1083352..1083648),100%,,,,,,,,,,,
NGO_1140,New_annotation_FA1090,"507aa, >lcl|AE004969.1 prot AAW89807.1 1093",TspB,AAW89807.1,complement(1083649..1085172),100%,,,,,,,,,,,
NGO1140,Old_annotation_FA1090,"507aa, >lcl|NC 002946.2 cdsid YP 208219.1",TspB-like protein,YP_208219.1,complement(1083649..1085172),100%,,,,,,,,,,,
NGO_1141,New_annotation_FA1090,"105aa, >lcl|AE004969.1 prot AAW89808.2 1094",hypothetical protein,AAW89808.2,complement(1085156..1085473),100%,,,,,,,,,,,
NGO1141,Old_annotation_FA1090,"110 aa, >lcl |NC_002946.2_cdsid_YP_208220.1","conserved hypothetical protein, putative phage associated protein",YP_208220.1,complement(1085156..1085488),<100%,,,,,,,,,,,
